medcode	stdterm	attrstring	linkto	comment
609833	 head injury no skull fracture 	TTIFT	2864	
609834	 knocked out 	TT	3803	
609835	 wound open cerebral 	TTT	51308	
609836	 blast injury 	TT	29309	
609837	 injury heart 	TT	57299	
609838	 injury heart with open wound thorax 	TTITTT	62162	
609839	 accident heart / cardiac 	TOIO	62162	
609840	 injury lung 	TT	15544	
609841	 injury lung with open wound thorax 	TTITTT	40795	
609842	 traumatic perforation oesophagus 	TTT	39666	
609843	 traumatic rupture oesophagus 	TTT	39666	
609844	 laceration internal chest due injury 	TTTIT	15953	
609845	 injury internal chest 	TTT	15953	
609846	 internal laceration chest due injury 	TTTIT	15953	
609847	 rupture liver 	TT	36744	
609848	 injury spleen 	TT	15280	
609849	 spleen rupture 	TT	15280	
609850	 ruptured kidney traumatic 	TTT	4434	
609851	 haemorrhage perirenal 	TT	16496	
609852	 kidney injury 	TT	16496	
609853	 ruptured kidney 	TT	16496	
609854	 traumatic kidney damage 	TTT	35241	
609855	 laceration internal pelvis due injury 	TTTIT	15578	
609856	 pelvis internal injury 	TTT	15578	
609857	 injury bladder 	TT	1975	
609858	 urethra rupture traumatic 	TTT	3215	
609859	 abdominal injuries multiple 	TTT	20071	
609860	 injury internal abdomen 	TTT	20071	
609861	 laceration internal abdomen due injury 	TTTIT	20071	
609862	 haematoma retroperitoneal 	TT	40433	
609863	 traumatic haemobilia 	TT	47675	
609864	 injury blast internal 	TTT	4724	
609865	 internal injury 	TT	4724	
609866	 ruptured internal organ traumatic 	TTTT	4724	
609867	 haemorrhage internal due injury 	TTIT	4724	
609868	 haematoma internal due injury 	TTIT	4724	
609869	 crush syndrome internal organ injury 	TTTTT	4724	
609870	 injury internal multiple 	TTT	4724	
609871	 puncture traumatic internal organs 	TTTT	2513	
609872	 wound open internal organs 	TTTT	2513	
609873	 laceration eyelid 	TT	14991	
609874	 perforation traumatic eye adnexa 	TTTT	23571	
609875	 wound open ocular muscle 	TTTT	23571	
609876	 wound open orbit 	TTT	23571	
609877	 orbit bullet wound 	TTT	28342	
609878	 wound open eye 	TTT	16886	
609879	 globe disorganized 	TT	55458	
609880	 dislocation eyeball 	TT	42691	
609881	 wound open ear 	TTT	3127	
609882	 laceration ear 	TT	3127	
609883	 torn pinna 	TT	29611	
609884	 scalp wound 	TT	1023	
609885	 wound open head scalp 	TTTT	1023	
609886	 laceration scalp 	TT	1023	
609887	 wound open nose 	TTT	40294	
609888	 wound open nasal septum 	TTTT	50103	
609889	 wound open nasal sinus 	TTTT	30990	
609890	 wound open temple 	TTT	11235	
609891	 laceration face 	TT	2325	
609892	 wound open face 	TTT	2325	
609893	 wound open forehead 	TTT	10937	
609894	 laceration eyebrow 	TT	3038	
609895	 laceration lip 	TT	3373	
609896	 wound open lip 	TTT	3373	
609897	 wound open chin 	TTT	16282	
609898	 jaw bullet wound 	TTT	16282	
609899	 perforating wound mouth 	TTT	19910	
609900	 laceration mouth 	TT	19910	
609901	 injury teeth 	TT	12109	
609902	 wound open tongue 	TTT	2127	
609903	 laceration tongue 	TT	2127	
609904	 tongue trauma 	TT	2127	
609905	 tongue bitten 	TT	2127	
609906	 palate cut 	TT	15802	
609907	 laceration palate 	TT	15802	
609908	 injury palate 	TT	15802	
609909	 wound open skull 	TTT	16181	
609910	 wound open head 	TTT	16181	
609911	 laceration head 	TT	285	
609912	 wound open neck 	TTT	23623	
609913	 wound open throat 	TTT	23623	
609914	 wound open trachea 	TTT	49493	
609915	 traumatic perforation pharynx 	TTT	55534	
609916	 wound open supraclavicular region 	TTTT	59497	
609917	 wound open sternal region 	TTTT	31963	
609918	 wound open back 	TTT	12612	
609919	 wound open buttock 	TTT	3224	
609920	 laceration buttock 	TT	3224	
609921	 wound open genital organs 	TTTT	23370	
609922	 wound open penis 	TTT	4568	
609923	 laceration penis 	TT	4568	
609924	 wound open scrotum 	TTT	16015	
609925	 laceration scrotum 	TT	16015	
609926	 wound open testis 	TTT	50414	
609927	 wound open breast 	TTT	10417	
609928	 laceration abdominal wall 	TTT	16045	
609929	 wound open abdominal wall 	TTTT	16045	
609930	 wound open groin 	TTT	39266	
609931	 wound open inguinal region 	TTTT	39266	
609932	 wound open trunk 	TTT	29406	
609933	 multiple lacerations 	TT	15016	
609934	 wound open multiple sites 	TTTT	15016	
609935	 wound open 	TT	989	
609936	 wound 	T	989	
609937	 avulsion injury 	TT	989	
609938	 lacerations 	T	989	
609939	 injury wound open laceration 	TTTT	989	
609940	 wound open skin 	TTT	989	
609941	 perforation skin traumatic 	TTT	989	
609942	 cut accidental 	TT	989	
609943	 puncture skin traumatic 	TTT	989	
609944	 limb upper laceration 	TTT	1539	
609945	 laceration arm 	TT	1539	
609946	 wound open limb upper 	TTTT	1539	
609947	 wound open arm 	TTT	1539	
609948	 wound open shoulder 	TTT	31427	
609949	 laceration wrist 	TT	3898	
609950	 wound open wrist 	TTT	3898	
609951	 wrist laceration 	TT	3898	
609952	 laceration hand 	TT	2771	
609953	 hand open wound 	TTT	2771	
609954	 wound open hand 	TTT	2771	
609955	 hand laceration 	TT	2771	
609956	 wound open palm 	TTT	25470	
609957	 open wound hand involving tendon 	TTTTT	27386	
609958	 torn finger nail 	TTT	15600	
609959	 laceration thumb 	TT	2490	
609960	 wound open thumb 	TTT	2490	
609961	 laceration finger 	TT	1775	
609962	 wound open finger 	TTT	1775	
609963	 traumatic amputation thumb 	TTT	20099	
609964	 amputation finger traumatic 	TTT	2228	
609965	 amputation traumatic upper limb 	TTTT	31414	
609966	 thigh laceration 	TT	3767	
609967	 laceration knee 	TT	2102	
609968	 wound open knee 	TTT	2102	
609969	 leg laceration 	TT	678	
609970	 wound open leg 	TTT	678	
609971	 wound open shin 	TTT	678	
609972	 wound open ankle 	TTT	3180	
609973	 laceration ankle 	TT	3180	
609974	 wound open instep 	TTT	8590	
609975	 wound open heel 	TTT	21743	
609976	 laceration foot 	TT	4679	
609977	 wound open foot 	TTT	4679	
609978	 toe laceration 	TT	5108	
609979	 wound open toe 	TTT	5108	
609980	 laceration feet / legs both 	TOIOT	38296	
609981	 traumatic amputation toe 	TTT	31336	
609982	 amputation traumatic lower limb 	TTTT	27453	
609983	 traumatic amputation limb 	TTT	5289	
609984	 wound open limb lower 	TTTT	16522	
609985	 wound artery accidental arm 	TTTT	27496	
609986	 wound artery accidental 	TTT	28271	
609987	 physical disability late effect of injur 	TTTTIT	35337	
609988	 self inflicted injury late effect 	TTTTT	35337	
609989	 fracture humerus late effect 	TTTT	33341	
609990	 fracture colles late effect 	TTTT	33341	
609991	 pain site old fracture 	TTTT	29315	
609992	 dislocation late effect 	TTT	20489	
609993	 face disfigurement late effect burns 	TTTTT	41451	
609994	 syndrome concussion late effect 	TTTT	4088	
609995	 punch drunk 	TT	4088	
609996	 postconcussion giddiness 	TT	4088	
609997	 old head injury 	TTT	6196	
609998	 post traumatic epilepsy 	TTT	4109	
609999	 post traumatic headache 	TTT	4188	
610000	 postconcussion headache 	TT	4188	
610001	 nerve injury late effect 	TTTT	14929	
610002	 fracture late effect 	TTT	38326	
610003	 eye deformity acquired 	TTT	17244	
610004	 wound open superficial 	TTT	990	
610005	 minor injury 	TT	990	
610006	 ring stuck on finger 	TTIT	990	
610007	 injury minor 	TT	990	
610008	 superglue injury 	TT	990	
610009	 trauma superficial injury 	TTT	990	
610010	 wounds blisters nonallergic 	TTT	5028	
610011	 blister 	T	5028	
610012	 blisters allergic 	TT	5028	
610013	 nonallergic blisters 	TT	5028	
610014	 burn friction 	TT	7576	
610015	 sting bee 	TT	3242	
610016	 abrasion forehead 	TT	4896	
610017	 abrasion chin 	TT	4896	
610018	 abrasion nose 	TT	4896	
610019	 abrasion arm 	TT	9094	
610020	 abrasion elbow 	TT	9094	
610021	 foreign body arm 	TTT	3124	
610022	 abrasion hand 	TT	9394	
610023	 splinter hand 	TT	16006	
610024	 foreign body hand 	TTT	1717	
610025	 splinter under nail finger 	TTTT	1889	
610026	 splinter finger 	TT	1889	
610027	 thumb foreign body 	TTT	2203	
610028	 abrasion leg 	TT	5995	
610029	 foreign body knee skin 	TTTT	4169	
610030	 injury thigh superficial 	TTT	3435	
610031	 injury superficial ankle 	TTT	7489	
610032	 graze foot 	TT	15460	
610033	 foreign body foot 	TTT	3511	
610034	 foreign body heel 	TTT	28284	
610035	 cornea abrasion traumatic 	TTT	1313	
610036	 abrasion cornea 	TT	1313	
610037	 scratch eye 	TT	8972	
610038	 injury superficial 	TT	16318	
610039	 graze gravel 	TT	4210	
610040	 abrasion skin 	TT	4210	
610041	 excoriation due to injury 	TIIT	4210	
610042	 graze 	T	4210	
610043	 wounds scratches 	TT	7611	
610044	 infection gravel graze 	TTT	14865	
610045	 infection graze 	TT	14865	
610046	 blister skin traumatic 	TTT	15734	
610047	 blood blister 	TT	15734	
610048	 infected blister 	TT	12245	
610049	 bites infected 	TT	5469	
610050	 splinter skin 	TT	2588	
610051	 wound open with foreign body in tissue 	TTITTIT	842	
610052	 foreign body in cut 	TTIT	842	
610053	 perforating wound with foreign body 	TTITT	842	
610054	 scratch skin 	TT	16220	
610055	 contusion with intact skin surface 	TITTT	1084	
610056	 contusion / haematoma / bruise 	OIOIO	1084	
610057	 wounds bruises 	TT	1084	
610058	 contusion 	T	1084	
610059	 haematoma 	T	1155	
610060	 haematoma forehead 	TT	15860	
610061	 bruise nose 	TT	5953	
610062	 lip haematoma accidental 	TTT	8434	
610063	 lip haematoma 	TT	8434	
610064	 bruise ear 	TT	3555	
610065	 bruise neck 	TT	20117	
610066	 bruise scalp 	TT	23771	
610067	 bruise face 	TT	4883	
610068	 bruise head 	TT	4883	
610069	 haematoma periorbital 	TT	2400	
610070	 haematoma black eye due contusion 	TTTIT	2400	
610071	 eye black injury 	TTT	2400	
610072	 injury eyelid 	TT	9606	
610073	 blast blindness 	TT	17870	
610074	 retinae commotio 	TT	17870	
610075	 dislocation lens traumatic 	TTT	17870	
610076	 contusion eye 	TT	4838	
610077	 ecchymosis eye traumatic 	TTT	4838	
610078	 bruise eye 	TT	4838	
610079	 injury eye 	TT	494	
610080	 bruise breast 	TT	12503	
610081	 bruise chest 	TT	4954	
610082	 contusion rib 	TT	4954	
610083	 bruise abdomen 	TT	14906	
610084	 haematoma abdominal wall 	TTT	14906	
610085	 bruise back muscles 	TTT	5586	
610086	 bruise back 	TT	5586	
610087	 bruise coccyx 	TT	17087	
610088	 bruise scrotum 	TT	20281	
610089	 haematoma arm 	TT	8845	
610090	 bruise arm 	TT	8845	
610091	 bruise shoulder 	TT	12729	
610092	 bruise elbow 	TT	11254	
610093	 bruise hand 	TT	12253	
610094	 bruise wrist 	TT	17214	
610095	 thumb bruise 	TT	8670	
610096	 subungual haematoma traumatic 	TTT	5320	
610097	 bruise leg 	TT	5130	
610098	 bruise thigh 	TT	7565	
610099	 haematoma thigh 	TT	7565	
610100	 bruise knee 	TT	5952	
610101	 haematoma knee 	TT	5952	
610102	 bruise foot 	TT	3090	
610103	 bruise ankle 	TT	5139	
610104	 toe bruise 	TT	7928	
610105	 haematoma leg 	TT	4398	
610106	 injury crushing 	TT	8346	
610107	 crush syndrome intact skin surface 	TTTTT	8346	
610108	 injury crushing internal 	TTT	8633	
610109	 cave in injury crushing 	TITT	8633	
610110	 injury crush 	TT	1136	
610111	 foreign body orifice 	TTT	30107	
610112	 foreign body eye 	TTT	1076	
610113	 foreign body eyelid 	TTT	1076	
610114	 foreign body cornea 	TTT	1094	
610115	 foreign body ear 	TTT	1545	
610116	 foreign body nose 	TTT	356	
610117	 choking due foreign body 	TITT	3227	
610118	 foreign body throat 	TTT	3227	
610119	 asphyxia due foreign body throat 	TITTT	3227	
610120	 inhalation foreign body 	TTT	3227	
610121	 suffocation foreign body 	TTT	46121	
610122	 choking due regurgitation 	TIT	23624	
610123	 foreign body bronchus 	TTT	20044	
610124	 foreign body lung 	TTT	16311	
610125	 foreign body mouth 	TTT	15741	
610126	 foreign body oesophagus 	TTT	4427	
610127	 phytobezoar stomach 	TT	19442	
610128	 foreign body stomach 	TTT	19442	
610129	 bezoar stomach 	TT	19442	
610130	 hairball stomach 	TT	19442	
610131	 bezoar intestine 	TT	34254	
610132	 phytobezoar intestine 	TT	34254	
610133	 foreign body rectum 	TTT	27381	
610134	 foreign body anus 	TTT	22663	
610135	 foreign body digestive system 	TTTT	3650	
610136	 ingestion foreign body 	TTT	3650	
610137	 phytobezoar 	T	3650	
610138	 bezoar 	T	3650	
610139	 foreign body urethra 	TTT	41458	
610140	 foreign body vagina 	TTT	15014	
610141	 foreign body penis 	TTT	38287	
610142	 scald 	T	1570	
610143	 burn eye 	TT	5080	
610144	 burn head 	TT	357	
610145	 burn face 	TT	357	
610146	 burn trunk 	TT	5507	
610147	 burn groin 	TT	5507	
610148	 burn chest 	TT	4707	
610149	 burn abdomen 	TT	1852	
610150	 burn back 	TT	4884	
610151	 burn bottom 	TT	4379	
610152	 burn arm 	TT	4352	
610153	 burn shoulder 	TT	5659	
610154	 burn hand 	TT	1922	
610155	 burn fingers 	TT	15260	
610156	 burn leg 	TT	2206	
610157	 foot burn 	TT	3513	
610158	 shins scorched 	TT	17993	
610159	 burn thigh 	TT	14677	
610160	 burn mouth 	TT	22574	
610161	 burn internal due ingested chemical 	TTITT	48459	
610162	 wounds burn 	TT	2215	
610163	 burn 	T	2215	
610164	 scald first degree burn 	TTTT	383	
610165	 burn first degree 	TTT	383	
610166	 burn second degree 	TTT	23860	
610167	 scald second degree burn 	TTTT	23860	
610168	 burn third degree 	TTT	24253	
610169	 scald third degree burn 	TTTT	24253	
610170	 infection burn 	TT	14725	
610171	 nerve acoustic trauma 	TTT	20171	
610172	 post traumatic deafness 	TTT	12339	
610173	 injury spinal cord no bone damage 	TTTIFT	34835	
610174	 neuropraxia digital nerve 	TTT	25889	
610175	 syndrome crush with nerve injury 	TTITT	18485	
610176	 injury nerve 	TT	1563	
610177	 neuropraxis 	T	3253	
610178	 secondary haemorrhage 	TT	5422	
610179	 wound infection accident 	TTT	6956	
610180	 laceration infected 	TT	6956	
610181	 cut septic 	TT	6956	
610182	 syndrome shock after injury 	TTTT	13576	
610183	 pulse rapid feeble due shock after injur 	TTTITTT	13576	
610184	 syndrome compression 	TT	15945	
610185	 syndrome crush 	TT	15945	
610186	 myositic fibrosis post traumatic 	TTTT	38314	
610187	 volkmann myositic fibrosis 	TTT	38314	
610188	 traumatic emphysema 	TT	20113	
610189	 syndrome anterior tibial 	TTT	15682	
610190	 injury forehead 	TT	4446	
610191	 injury jaw 	TT	4446	
610192	 injury eardrum 	TT	3310	
610193	 injury ear 	TT	3310	
610194	 traumatic myringitis 	TT	3310	
610195	 injury external auditory meatus 	TTTT	3310	
610196	 injury ear canal 	TTT	3310	
610197	 mouth injury 	TT	922	
610198	 injury gum 	TT	922	
610199	 nose injury 	TT	1022	
610200	 face injury 	TT	1187	
610201	 hurt face 	TT	1187	
610202	 injury face 	TT	1187	
610203	 neck injury 	TT	1192	
610204	 side of chest injury 	TITT	2306	
610205	 injury chest wall 	TTT	2306	
610206	 injury chest 	TT	2306	
610207	 injury rib 	TT	2306	
610208	 injury sternum 	TT	2306	
610209	 injury breast 	TT	20138	
610210	 injury sacrum 	TT	1014	
610211	 injury lumbar region 	TTT	1014	
610212	 injury back 	TT	1014	
610213	 injury abdomen 	TT	1521	
610214	 injury groin 	TT	2633	
610215	 injury foreskin penis 	TTT	16349	
610216	 injury testis 	TT	16349	
610217	 injury clavicle 	TT	668	
610218	 shoulder injury 	TT	668	
610219	 injury elbow 	TT	369	
610220	 injury forearm 	TT	3539	
610221	 wrist injury 	TT	143	
610222	 injury hand 	TT	227	
610223	 finger accident 	TT	547	
610224	 injury finger 	TT	547	
610225	 injury thumb 	TT	187	
610226	 injury hip 	TT	2288	
610227	 thigh injury 	TT	2589	
610228	 surfer knots / knees / knobs 	TOIOIO	265	
610229	 knee injury 	TT	265	
610230	 leg injury 	TT	307	
610231	 dislocation leg 	TT	307	
610232	 injury ankle 	TT	308	
610233	 injury foot 	TT	1163	
610234	 injury heel 	TT	1163	
610235	 injury calf 	TT	4845	
610236	 injury skin 	TT	311	
610237	 injury 	T	311	
610238	 pain from injury 	TIT	311	
610239	 overdose drug 	TT	171	
610240	 reaction insulin 	TT	23340	
610241	 shock insulin 	TT	23340	
610242	 toxicity phenytoin 	TT	20586	
610243	 toxic effect barbiturate 	TTT	15279	
610244	 sleepiness drug induced 	TTT	29288	
610245	 death anaesthetic 	TT	20545	
610246	 toxicity digoxin 	TT	3500	
610247	 syndrome milk alkali 	TTT	14855	
610248	 ischaemia peripheral due ergot ingestion 	TTITT	42688	
610249	 ergotism 	T	42688	
610250	 poisoning ergot 	TT	42688	
610251	 poisoning drug medicinal 	TTT	5065	
610252	 ingestion drug 	TT	713	
610253	 poisoning chemical 	TT	4340	
610254	 toxic effect nonmedicinal chemical 	TTTT	4340	
610255	 poisoning nonmedicinal chemical 	TTT	4340	
610256	 chemical nonmedicinal adverse effects 	TTTT	4340	
610257	 poisoning chemical / drug nonmedicinal 	TOIOT	4340	
610258	 toxic effect ethyl alcohol 	TTTT	8984	
610259	 inhalation acid fumes 	TTT	29422	
610260	 burn acid from swallowing 	TTIT	29422	
610261	 polyneuropathy lead 	TT	29675	
610262	 plumbism 	T	29675	
610263	 lead encephalitis 	TT	29675	
610264	 poisoning lead 	TT	29675	
610265	 poisoning mercury occupational 	TTT	29473	
610266	 acrodynia 	T	29473	
610267	 polyneuropathy arsenical 	TT	49041	
610268	 metallic melanism 	TT	49045	
610269	 silver poisoning 	TT	49045	
610270	 argyria 	T	49045	
610271	 toxic effect carbon monoxide 	TTTT	4611	
610272	 carbon monoxide adverse effect 	TTTT	4611	
610273	 asphyxia due fumes / gas / vapour 	TIOIOIO	15276	
610274	 gas inhalation / poisoning 	TOIO	15276	
610275	 suffocation gas / fumes 	TOIO	15276	
610276	 inhalation fumes 	TT	15276	
610277	 inhalation chemical fumes 	TTT	15276	
610278	 poisoning phosgene gas 	TTT	41456	
610279	 toxic effect ozone 	TTT	14833	
610280	 shellfish noxious poisoning 	TTT	5580	
610281	 toxic effect mushrooms noxious 	TTTT	4038	
610282	 swallowed berries 	TT	3552	
610283	 ergotism from grain 	TIT	3552	
610284	 sickness milk 	TT	26122	
610285	 poison ingestion noxious substance 	TTTT	5158	
610286	 bite venomous reptile 	TTT	15468	
610287	 bite venomous insect 	TTT	15468	
610288	 bite poisonous animal 	TTT	15468	
610289	 bite poisonous 	TT	15468	
610290	 araneism 	T	15468	
610291	 arachnidism 	T	15468	
610292	 effect adverse x ray industrial 	TTTTT	37057	
610293	 reaction x ray accidental 	TTTT	37057	
610294	 reaction x ray nonmedical 	TTTT	37057	
610295	 adverse effect radiation 	TTT	37057	
610296	 radiation diagnostic adverse effect 	TTTT	37057	
610297	 fallout radioactive adverse effect 	TTTT	20178	
610298	 reaction radiation accidental exposure 	TTTT	20178	
610299	 radiation hepatitis 	TT	4854	
610300	 radiological emphysema 	TT	4854	
